record_id,record_type,publication_form,scope,source_files,search_source,in_corpus,title,first_author,year,journal,venue_label,doi,pmid,arxiv_id,url,is_preprint,publication_types,language,issn,include,exclusion_reason,model_name,model_family,modality,body_region,patient_population,age_groups,clinical_problem,task,model_description,release_status,release_evidence,code_url,study_design,dataset_size,data_source,validation,headline_result,citations,citations_per_year,rcr,fwci,impact,impact_measure,nih_percentile,citation_percentile,citations_source,confidence,overridden_fields,extractor_model,prompt_version,extracted_on,conference_venue,pediatric_title,top_lists
30537564,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Neural architecture supporting active emotion processing in children: A multivariate approach.,Camacho MC,2019,NeuroImage,NeuroImage,10.1016/j.neuroimage.2018.12.013,30537564,,https://doi.org/10.1016/j.neuroimage.2018.12.013,False,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",,,True,,,multivariate support vector machine,MRI,brain,21 adults and 30 children (mean age 7.75 years) undergoing task fMRI,child; mixed pediatric and adult,classifying emotional condition and age group from task fMRI activation during naturalistic emotion processing,other,"BOLD fMRI activation recorded while children and adults watched movie clips portraying positive, negative, and neutral emotions is used to train multivariate support vector machines. The models classify the emotional condition being viewed and distinguish children from adults within each condition, based on activity in sensory, socio-emotional, and emotion-regulation regions.",unclear,,,task-based fMRI classification study,"21 adults, 30 children",not stated,internal only,61.44% accuracy classifying emotional condition across all participants; adults vs. children significantly distinguished within each condition (p < 0.05),31,4.43,1.74,2.98,2.98,fwci,69.1,,icite,medium,,claude-sonnet-5 (claude code),1,2026-09-10,,,
30573305,corpus,journal article,pediatric,pedrad_paper_db.json; top_papers_pediatric_radiology_ai.json; top_papers_pediatric_radiology_ai_2008-2022.json,pubmed,True,Automated Fetal Head Detection and Circumference Estimation from Free-Hand Ultrasound Sweeps Using Deep Learning in Resource-Limited Countries.,van den Heuvel TLA,2019,Ultrasound in medicine & biology,Ultrasound in medicine & biology,10.1016/j.ultrasmedbio.2018.09.015,30573305,,https://doi.org/10.1016/j.ultrasmedbio.2018.09.015,False,"Journal Article; Research Support, Non-U.S. Gov't",,,True,,,VGG-inspired detection network followed by a U-net measurement network,ultrasound,fetal head,"183 pregnant women at St. Luke's Hospital, Wolisso, Ethiopia",fetal,"estimating gestational age where there is no sonographer, using a sweep protocol any health worker can learn in a day",detection / diagnosis; measurement / quantification,"Works from sweeps acquired with a fixed protocol that requires no knowledge of ultrasound, and which will usually not contain the standard plane at all. One network finds the frames containing the fetal head, a second measures head circumference in those frames, and gestational age follows from the Hadlock curve. Validated against standard-plane measurements taken by an experienced sonographer on the same women.",unclear,,,prospective single-center feasibility study,183 pregnant women,single center,internal only,most automatically estimated gestational ages fell within the 2.5th to 97.5th centile interval of the Hadlock curve relative to reference measurements,48,6.86,3.1,12.22,12.22,fwci,84.6,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,pediatric all years; pediatric 2008-2022
30625395,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Unbiased age-specific structural brain atlases for Chinese pediatric population.,Zhao T,2019,NeuroImage,NeuroImage,10.1016/j.neuroimage.2019.01.006,30625395,,https://doi.org/10.1016/j.neuroimage.2019.01.006,False,"Journal Article; Research Support, Non-U.S. Gov't",,,True,,CHN-PD,unbiased template construction algorithm,MRI,brain,"328 cognitively normal Chinese children aged 6-12, with two independent validation datasets of 114 and 71 children",child,whether a pediatric brain atlas built on one population is valid for children of another,segmentation; other,"A set of age-specific brain templates built from Chinese children, made because the widely used NIH pediatric atlases are derived from Caucasian children. The comparison found substantial anatomical differences in frontal and parietal regions, and using the matched atlas gave significantly better tissue segmentation and brain-age prediction in Chinese children. It is a concrete demonstration that population mismatch in a reference dataset degrades downstream results.",open-source,released on the NITRC website at https://www.nitrc.org/projects/chn-pd,https://www.nitrc.org/projects/chn-pd,atlas construction with independent validation,328 children for atlas construction; 185 children across two validation datasets,multi center,external / multi-center,significantly higher accuracy than the NIH pediatric atlases for both brain-age prediction and tissue segmentation in Chinese children,53,7.57,2.66,4.1,4.1,fwci,81.2,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,
30642755,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Identifying lesions in paediatric epilepsy using morphometric and textural analysis of magnetic resonance images.,Kulaseharan S,2019,NeuroImage. Clinical,NeuroImage. Clinical,10.1016/j.nicl.2019.101663,30642755,,https://doi.org/10.1016/j.nicl.2019.101663,False,"Journal Article; Research Support, Non-U.S. Gov't",,,True,,,2-step Bayesian classifier (computer-aided diagnosis),MRI,brain,"pediatric cohort with medically intractable epilepsy, MRI-positive and MRI-negative for focal cortical dysplasia",child; adolescent,"identifying epileptogenic lesions (focal cortical dysplasia) in children with intractable epilepsy, including MRI-negative cases",detection / diagnosis,"T1-weighted, T2-weighted and FLAIR MRI sequences are processed with morphometric and gray-level co-occurrence texture features, which are input to a 2-step Bayesian classifier that flags candidate epileptogenic lesions, evaluated separately in MRI-positive and MRI-negative epilepsy cases.",unclear,,,retrospective diagnostic accuracy study,,not stated,internal only,combining all three sequences: 97% subjectwise sensitivity in MRI-positive cases and 70% in MRI-negative cases; 100% healthy-subject rejection,19,2.71,1.4,2.32,2.32,fwci,62.0,,icite,medium,,claude-code sonnet (worklist),1,2026-09-10,,,
30661372,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,White Matter Connectome Edge Density in Children with Autism Spectrum Disorders: Potential Imaging Biomarkers Using Machine-Learning Models.,Payabvash S,2019,Brain connectivity,Brain connectivity,10.1089/brain.2018.0658,30661372,,https://doi.org/10.1089/brain.2018.0658,False,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",,,True,,,"machine learning models (naive Bayes, random forest, SVM, neural networks)",MRI,brain (white matter),"14 boys with autism spectrum disorder and 33 typically developing boys, aged 8-12 years",child,identifying autism spectrum disorder from white matter connectome imaging biomarkers,detection / diagnosis,"Diffusion MRI-derived edge density and tract-based connectome metrics go in; machine-learning classifiers (naive Bayes, random forest, SVM, neural network) output identification of children with autism spectrum disorder.",unclear,,,case-control diffusion MRI connectome study comparing multiple machine-learning classifiers,"14 boys with ASD, 33 typically developing boys",single center,internal only,"best model (random forest, edge density metrics) accuracy 75.3%, specificity 97.0%, PPV 81.5%",43,6.14,2.73,5.82,5.82,fwci,81.8,,icite,medium,,claude-code sonnet (worklist),1,2026-09-10,,,
30760806,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Evaluation of an improved tool for non-invasive prediction of neonatal respiratory morbidity based on fully automated fetal lung ultrasound analysis.,Burgos-Artizzu XP,2019,Scientific reports,Scientific reports,10.1038/s41598-019-38576-w,30760806,,https://doi.org/10.1038/s41598-019-38576-w,False,"Journal Article; Research Support, Non-U.S. Gov't",,,True,,quantusFLM,deep learning lung delineation feeding quantitative texture analysis,ultrasound,fetal lung,790 fetal lung ultrasound images obtained between 24 and 39 weeks gestation,fetal; neonate,predicting neonatal respiratory morbidity from ultrasound instead of amniocentesis,outcome prediction; segmentation,"The successor version of the commercial fetal lung maturity tool, with the manual lung outlining replaced by deep learning. The comparison that makes the paper worth reading is three-way: fully automated, the same texture analysis with manual delineation, and gestational age alone. Automation cost essentially nothing in accuracy (91.5% versus 90.3%) while both beat gestational age alone (75.6%) decisively.",commercial,"quantusFLM version 3.0, a commercial software tool",,retrospective evaluation study,790 fetal lung ultrasound images,not stated,external / multi-center,"sensitivity 71.0%, specificity 94.7%, accuracy 91.5% fully automated, against 90.3% with manual delineation and 75.6% using gestational age alone",38,5.43,2.54,6.59,6.59,fwci,80.0,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
30784956,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Evaluating reinforcement learning agents for anatomical landmark detection.,Alansary A,2019,Medical image analysis,Medical image analysis,10.1016/j.media.2019.02.007,30784956,,https://doi.org/10.1016/j.media.2019.02.007,False,"Journal Article; Research Support, Non-U.S. Gov't",,,True,,,deep Q-network reinforcement learning agents with multi-scale hierarchical search,ultrasound; MRI,"fetal head, adult brain and heart","fetuses in a fetal head ultrasound dataset, alongside adult brain and cardiac MRI datasets",fetal,"finding anatomical landmarks automatically, the step that biometry and registration depend on",detection / diagnosis; agent / autonomous,"Rather than scanning the whole image, an agent starts somewhere and learns to walk toward the landmark, treating the 3D scan as an environment to navigate. Searching coarse-to-fine with hierarchical step sizes speeds this up four- to fivefold and copes with the large fields of view and noisy backgrounds where fixed-scale agents fail. Evaluated on fetal head ultrasound among three datasets.",unclear,,,technical development,three medical imaging datasets; sizes not stated,not stated,internal only,surpassed state-of-the-art supervised and reinforcement-learning landmark methods; hierarchical steps sped up search 4-5 times,76,10.86,4.58,12.76,12.76,fwci,91.2,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,
30802813,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Attention gated networks: Learning to leverage salient regions in medical images.,Schlemper J,2019,Medical image analysis,Medical image analysis,10.1016/j.media.2019.01.012,30802813,,https://doi.org/10.1016/j.media.2019.01.012,False,"Journal Article; Research Support, Non-U.S. Gov't",,,True,,Attention Gate (Attention U-Net),attention-gated CNN module for VGG / U-Net,ultrasound; CT,fetus (scan planes) and abdominal organs,fetuses undergoing mid-pregnancy screening ultrasound; the segmentation experiments use adult abdominal CT,fetal,identifying the correct standard views during fetal ultrasound screening,detection / diagnosis; segmentation,"A drop-in module that makes a standard CNN learn where to look, suppressing irrelevant image regions without a separate organ-localization step. Demonstrated on fetal ultrasound scan-plane detection, where it reduced false positives, and on multi-organ abdominal CT segmentation. It is a general architecture contribution rather than a clinical product.",open-source,the source code for the proposed AG models is publicly available,,technical development,two large 3D CT abdominal datasets plus a fetal ultrasound screening set; sizes not stated,not stated,internal only,consistent improvement in prediction performance over the base architectures across datasets and training sizes,701,100.14,41.92,82.77,82.77,fwci,99.8,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,
30825656,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,White matter connectomes at birth accurately predict cognitive abilities at age 2.,Girault JB,2019,NeuroImage,NeuroImage,10.1016/j.neuroimage.2019.02.060,30825656,,https://doi.org/10.1016/j.neuroimage.2019.02.060,False,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",,,True,,,deep learning classifier on white matter connectomes,MRI,brain,75 full-term infants scanned at birth and 37 preterm infants scanned at term-equivalent age,neonate; infant,predicting cognitive ability at age 2 from the brain's wiring at birth,outcome prediction,"Builds a white matter connectome from diffusion MRI acquired at birth and classifies whether that child will score above or below the median on cognitive testing at two years, then predicts the individual score. Trained on full-term infants and evaluated separately on preterm infants, which is the transfer that matters clinically. Frontal lobe connections and their links to the rest of the brain carried the classification.",unclear,,,prospective longitudinal cohort,"112 infants (75 full-term, 37 preterm)",not stated,external / multi-center,89.5% accuracy in full-term and 83.8% in preterm infants for the 2-year cognitive group; predicted and actual scores correlated at r = 0.98 and 0.96,46,6.57,2.51,6.1,6.1,fwci,79.8,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
30826153,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Decision Fusion-Based Fetal Ultrasound Image Plane Classification Using Convolutional Neural Networks.,Sridar P,2019,Ultrasound in medicine & biology,Ultrasound in medicine & biology,10.1016/j.ultrasmedbio.2018.11.016,30826153,,https://doi.org/10.1016/j.ultrasmedbio.2018.11.016,False,"Journal Article; Research Support, Non-U.S. Gov't",,,True,,,"two fine-tuned convolutional feature extractors - one on the whole image, one on discriminant cropped regions - whose classification decisions are fused",ultrasound,fetus,"4074 2-D fetal ultrasound images (3109 training, 965 test)",fetal,"labeling which fetal structure a 2D ultrasound image shows, across 14 structures, so that large retrospective archives can be mined for indicators of abnormal development",detection / diagnosis,"The diagnosis of the problem is precise: crops confuse structures that look alike, such as kidney and abdomen, while the whole image lacks the local detail to say which structure is where. Fusing decisions from both, without a prior on where to look, is the contribution, and localization falls out of the same machinery. The high mean accuracy alongside much lower precision and recall reflects 14 unbalanced classes. Its stated purpose is retrospective archive mining rather than live scanning.",unclear,,,retrospective model development,"4074 images (3109 training, 965 test)",single center,internal only,"mean accuracy 97.05%, precision 76.47%, recall 75.41%, Cohen kappa 0.72; 92% mean accuracy on images without scanner overlays",30,4.29,2.29,11.1,11.1,fwci,77.3,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
30833926,corpus,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,pubmed,True,"Detection of Children/Youth With Fetal Alcohol Spectrum Disorder Through Eye Movement, Psychometric, and Neuroimaging Data.",Zhang C,2019,Frontiers in neurology,Frontiers in neurology,10.3389/fneur.2019.00080,30833926,,https://doi.org/10.3389/fneur.2019.00080,False,Journal Article,English,1664-2295 (electronic),True,,,machine learning classification framework combining multimodal features,MRI,brain (corpus callosum),children/youth with fetal alcohol spectrum disorder and age-matched typically developing controls,child; adolescent,developing a low-cost machine-learning-based screening protocol for fetal alcohol spectrum disorder in children/youth,detection / diagnosis,"Inputs are saccadic eye movement tasks, psychometric tests, and neuroimaging of the corpus callosum; a machine learning framework combines these multimodal measures to classify children/youth with fetal alcohol spectrum disorder, and identifies a reduced low-cost subset (eye movement plus psychometrics) that approaches full-panel performance.",unclear,,,prospective case-control multimodal machine learning screening study,,not stated,internal only,combination of 4-6 assessments yielded the best FASD-versus-control classification accuracy; a reduced eye-movement-plus-psychometric protocol approached this performance at lower cost,26,3.71,1.86,8.95,8.95,fwci,71.2,,icite,low,,claude-code sonnet (worklist),1,2026-09-10,,,
30835220,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Objective Detection of Eloquent Axonal Pathways to Minimize Postoperative Deficits in Pediatric Epilepsy Surgery using Diffusion Tractography and Convolutional Neural Networks.,Xu H,2019,IEEE transactions on medical imaging,IEEE transactions on medical imaging,10.1109/TMI.2019.2902073,30835220,,https://doi.org/10.1109/TMI.2019.2902073,False,Journal Article,,,True,,,deep CNN on diffusion tractography streamlines with focal and center losses and a soft attention mechanism,MRI,brain,"streamlines from 70 healthy children and 70 children with focal epilepsy, labeled by functional MRI and electrical stimulation mapping",child,"identifying eloquent white matter pathways before pediatric epilepsy surgery, so that resection spares motor, language, auditory and visual function",segmentation; detection / diagnosis,"Aimed at the specific inadequacy of the current tools: electrical stimulation mapping is invasive and maps cortex, fMRI needs task cooperation from a child, and neither shows the fibers connecting eloquent areas. The network classifies individual tractography streamlines, with focal and center losses chosen for an extremely unbalanced label distribution and soft attention for interpretability. Ground truth comes from the invasive standard it would reduce.",open-source,the abstract states the implementation will be released at a GitHub repository,https://github.com/HaotianMXu/Brain-fiber-classification-using-CNNs,retrospective model development,"140 children (70 healthy, 70 with focal epilepsy)",single center,internal only,"73-100% accuracy for objective detection of functionally important pathways, outperforming existing streamline classification models",33,4.71,2.23,2.82,2.82,fwci,76.6,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
30835738,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Normalization enhances brain network features that predict individual intelligence in children with epilepsy.,Paldino MJ,2019,PloS one,PloS one,10.1371/journal.pone.0212901,30835738,,https://doi.org/10.1371/journal.pone.0212901,False,Journal Article,,,True,,,machine learning regression algorithm on normalized brain network metrics,MRI,brain,"27 patients with epilepsy, ages 8-18 years",child; adolescent,predicting individual IQ from resting-state fMRI brain network architecture in children with epilepsy,measurement / quantification,"Brain network graph metrics (clustering coefficient, transitivity, modularity, path length, global efficiency) are computed from resting-state fMRI in children with epilepsy under two normalization strategies. A machine learning algorithm uses only these normalized metrics to predict each patient's IQ, with normalization substantially improving prediction accuracy over non-normalized metrics.",unclear,,,retrospective cohort study,"27 patients, ages 8-18 years",not stated,internal only,Normalization substantially improved subject-level IQ prediction accuracy versus non-normalized network metrics,10,1.43,0.57,1.4,1.4,fwci,32.7,,icite,medium,,claude-sonnet-5 (claude code),1,2026-09-10,,,
30848160,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Intrinsic Functional Brain Connectivity Predicts Onset of Major Depression Disorder in Adolescence: A Pilot Study.,Hirshfeld-Becker DR,2019,Brain connectivity,Brain connectivity,10.1089/brain.2018.0646,30848160,,https://doi.org/10.1089/brain.2018.0646,False,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",,,True,,,classifier built on resting-state functional connectivity features,MRI,brain,"never-depressed children aged 8-14 with familial risk for major depressive disorder and age-matched controls without familial risk, reassessed by diagnostic interview 3-4 years later",child; adolescent,"identifying, before any episode occurs, which children at familial risk for major depression will develop it in adolescence",outcome prediction,"A prognostic rather than diagnostic model, and the design carries the weight: imaging at baseline in children who had never been depressed, diagnosis established 3-4 years later, and the classifier built independently of the group differences the paper also reports. Its comparator is the right one - baseline clinical rating scales - and connectivity beat them. A pilot, with the sample size that word implies.",unclear,,,prospective longitudinal pilot study,"pilot cohort, size not stated in the abstract",single center,internal only,"classification of converters versus non-converters from baseline connectivity reached high accuracy, sensitivity and specificity, superior to classification from baseline clinical rating scales",35,5.0,1.99,2.43,2.43,fwci,73.2,,icite,medium,,"claude-code (opus-5, manual)",1,2026-09-09,,,
30864061,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Fully automated radiological analysis of spinal disorders and deformities: a deep learning approach.,Galbusera F,2019,"European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society","European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",10.1007/s00586-019-05944-z,30864061,,https://doi.org/10.1007/s00586-019-05944-z,False,"Journal Article; Research Support, Non-U.S. Gov't",,,True,,,fully convolutional network with a differentiable spatial-to-numerical layer,x-ray / radiography,spine and pelvis,"493 patients with adolescent idiopathic scoliosis, adult deformity and spinal stenosis",mixed pediatric and adult,"measuring spinal deformity parameters (Cobb angle, kyphosis, lordosis, pelvic incidence) on biplanar radiographs",measurement / quantification,"Takes biplanar spine radiographs and returns the 78 anatomical landmarks (endplate centers, hip joint centers, S1 endplate margins) from which the standard deformity angles are then computed. It is designed to cope with a wide range of conditions and fields of view. The authors are candid that although the predicted spine shape looks convincing and correlates strongly with ground truth, the standard errors on individual angles are large.",unclear,,,retrospective technical development,"493 spines for training, 50 patients for quantitative comparison",not stated,internal only,"all parameters strongly correlated with ground truth, but standard errors from 2.7 degrees (pelvic tilt) to 11.5 degrees (L1-L5 lordosis)",115,16.43,9.25,16.25,16.25,fwci,97.1,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,
30948562,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Prediction of adverse motor outcome for neonates with punctate white matter lesions by MRI images using radiomics strategy: protocol for a prospective cohort multicentre study.,Wang M,2019,BMJ open,BMJ open,10.1136/bmjopen-2018-023157,30948562,,https://doi.org/10.1136/bmjopen-2018-023157,False,"Journal Article; Multicenter Study; Observational Study; Research Support, Non-U.S. Gov't",,,True,,,"radiomics (multiple modelling methods, unspecified classifier)",MRI,neonatal brain (white matter),394 neonates with MRI-confirmed punctate white matter lesions across 11 Chinese hospitals,neonate,predicting adverse motor outcome in neonates with punctate white matter lesions,outcome prediction,A radiomics model combines MRI-extracted imaging features with clinical/perinatal information to predict adverse motor outcome (Bayley-III / GMFCS) at 24 months corrected age in neonates with punctate white matter lesions.,unclear,,,prospective multicenter cohort study protocol,394 neonates (planned enrollment),multi center,external / multi-center,,4,0.57,0.21,0.36,,,13.5,,icite,low,,claude-code sonnet (worklist),1,2026-09-10,,,
30954853,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Fully automatic 3D reconstruction of the placenta and its peripheral vasculature in intrauterine fetal MRI.,Torrents-Barrena J,2019,Medical image analysis,Medical image analysis,10.1016/j.media.2019.03.008,30954853,,https://doi.org/10.1016/j.media.2019.03.008,False,"Journal Article; Research Support, Non-U.S. Gov't",,,True,,,"3D Gabor filters and texture features with a support vector machine and uterus edge-based instance selection, plus a curvature-based corner detector for vessels",MRI,placenta,44 control and pathological cases: singleton and normal or monochorionic twin pregnancies between 25 and 37 weeks,fetal,"quantifying placental anatomy and its peripheral vasculature on fetal MRI, which is needed for diagnosis and for planning fetal surgery and which is ambiguous to interpret by eye",segmentation,"A classical pipeline that beat six deep networks on the same task - 3D U-Net, V-Net, DeepMedic, Holistic3D Net, HighRes3D Net and Dense V-Net were all implemented for comparison and all lost on placenta localization. With 44 cases, engineered features and a support vector machine with careful instance selection still outperform learned ones, which is a useful counterweight to the assumption that a network is always the right tool in this data regime. Segmenting the peripheral vessels as well as the organ is what makes it relevant to fetal surgical planning.",unclear,,,retrospective methods development,44 cases,single center,internal only,"Dice 0.82 +/- 0.02 for placenta and 0.81 +/- 0.08 for its vasculature, outperforming all six convolutional network baselines on placenta localization",25,3.57,1.96,8.59,8.59,fwci,72.9,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
30963340,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Diagnosis of Autism Spectrum Disorders in Young Children Based on Resting-State Functional Magnetic Resonance Imaging Data Using Convolutional Neural Networks.,Aghdam MA,2019,Journal of digital imaging,Journal of digital imaging,10.1007/s10278-019-00196-1,30963340,,https://doi.org/10.1007/s10278-019-00196-1,False,Journal Article,,,True,,,"convolutional neural networks with transfer learning and classifier combination, both mixture-of-experts and simple Bayes",MRI,brain,children aged 5 to 10 years from the ABIDE I and ABIDE II datasets,child,"diagnosing autism spectrum disorder in young children from resting-state functional MRI, before behavioral symptoms are established enough for interview and observation to settle it",detection / diagnosis,"Two constraints are handled at once: small medical datasets and the need to hold the age window narrow. The age restriction to 5-10 years is a deliberate cost - it shrinks an already small dataset - taken because a diagnostic aid is only useful before the clinical diagnosis is obvious. Combining classifiers and transferring features stand in for the data that does not exist. Accuracy in the low-to-mid 70s is representative of what ABIDE supports, and is a reminder of how far this is from clinical use.",unclear,,,retrospective model development on public datasets,ABIDE I and ABIDE II subjects aged 5-10,public dataset,external / multi-center,"ABIDE I accuracy 0.7273, sensitivity 0.712, specificity 0.7348; ABIDE II accuracy 0.700, sensitivity 0.582, specificity 0.804",32,4.57,2.01,4.0,4.0,fwci,73.6,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
30972585,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Deep Learning Method for Automated Classification of Anteroposterior and Posteroanterior Chest Radiographs.,Kim TK,2019,Journal of digital imaging,Journal of digital imaging,10.1007/s10278-019-00208-0,30972585,,https://doi.org/10.1007/s10278-019-00208-0,False,Journal Article,,,True,,,ResNet-18 deep convolutional neural network,x-ray / radiography,chest,"112 120 chest radiographs from the NIH ChestX-ray14 database, of which 5941 (5%) are pediatric; a second network was trained on the pediatric subset alone (2885 AP, 3056 PA)",mixed pediatric and adult,"verifying whether a frontal chest radiograph is anteroposterior or posteroanterior, which affects interpretation and which mislabeled metadata routinely gets wrong across facilities",workflow / non-interpretive,"A quality-control task rather than a diagnostic one, and the pediatric interest is in the ablation: training on the 5% pediatric subset alone, a 95% reduction in data, cost almost nothing (AUC 0.997 versus 1.0, difference not significant). That is a concrete data point for the recurring pediatric worry that adult-scale datasets are needed for anything to work. Aimed at curating large datasets for machine learning and at departmental quality assurance.",unclear,,,retrospective model development on a public dataset,112 120 radiographs total; 5941 pediatric,public dataset,internal only,"AUC 1.0 and accuracy 99.6% for the full-dataset network versus AUC 0.997 and accuracy 98% for the pediatric-only network (difference not significant, p = 0.17)",27,3.86,1.78,2.97,2.97,fwci,69.9,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
30983979,corpus,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,pubmed,True,White Matter Connectome Correlates of Auditory Over-Responsivity: Edge Density Imaging and Machine-Learning Classifiers.,Payabvash S,2019,Frontiers in integrative neuroscience,Frontiers in integrative neuroscience,10.3389/fnint.2019.00010,30983979,,https://doi.org/10.3389/fnint.2019.00010,False,Journal Article,English,1662-5145,True,,,"naive Bayes, random forest, and support vector machine classifiers",MRI,brain (white matter tracts),"39 boys, ages 8-12 years, with and without auditory over-responsivity",child,classifying auditory over-responsivity in children from diffusion tensor imaging and connectome edge-density metrics,detection / diagnosis,"Diffusion tensor imaging metrics (fractional anisotropy, mean/radial/axial diffusivity) and derived connectome edge-density maps of white matter tracts are input to naive Bayes, random forest, and support vector machine classifiers. The models were trained and compared to classify boys with versus without auditory over-responsivity, with random forest using edge-density metrics performing best.",unclear,,,prospective single-cohort case-control imaging study,"39 boys, ages 8-12 years (15 with auditory over-responsivity)",not stated,internal only,Left superior longitudinal fasciculus FA gave AUC 0.756 for AOR prediction (p = 0.008); random forest with edge-density metrics had the highest classification accuracy among tested models,6,0.86,0.36,0.22,0.22,fwci,21.7,,icite,medium,,claude-sonnet-5 (claude code),1,2026-09-10,,,
30990424,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Longitudinal Prediction of Infant Diffusion MRI Data via Graph Convolutional Adversarial Networks.,Hong Y,2019,IEEE transactions on medical imaging,IEEE transactions on medical imaging,10.1109/TMI.2019.2911203,30990424,,https://doi.org/10.1109/TMI.2019.2911203,False,"Journal Article; Research Support, N.I.H., Extramural",,,True,,,"graph convolutional network over spatial and diffusion wave-vector domains, with a multi-scale residual architecture and adversarial learning",MRI,brain,longitudinal infant brain diffusion MRI,infant,"missing data in longitudinal infant imaging studies, caused by subject dropout and failed scans, which breaks the developmental trajectories those studies exist to measure",reconstruction / imputation,"Attacks a problem specific to pediatric longitudinal imaging: infants move, scans fail, families drop out, and a missing timepoint costs a whole trajectory. Building the graph over both space and the diffusion wave-vector domain lets the network use the structure of the acquisition itself, not just the image. Imputing a missing scan is a strong claim that needs careful use downstream, but the alternative - discarding the subject - has its own bias.",unclear,,,retrospective methods development,not stated,single center,internal only,accurate and robust longitudinal prediction of missing infant brain diffusion MRI data,22,3.14,1.5,2.66,2.66,fwci,64.3,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
31005008,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,A multi-scale data fusion framework for bone age assessment with convolutional neural networks.,Liu Y,2019,Computers in biology and medicine,Computers in biology and medicine,10.1016/j.compbiomed.2019.03.015,31005008,,https://doi.org/10.1016/j.compbiomed.2019.03.015,False,"Journal Article; Research Support, Non-U.S. Gov't",,,True,,,CNN (multi-scale data fusion),x-ray / radiography,hand and wrist,Digital Hand Atlas public bone-age dataset,child; adolescent,"Can bone age be estimated automatically and accurately from hand x-rays, using image features tailored to the limited size of typical bone-age training datasets?",measurement / quantification,"Hand x-ray images are first decomposed into multi-scale, multi-direction representations via non-subsampled contourlet transform, then fed into CNNs (regression and classification variants) that fuse information across scales to predict bone age.",unclear,,,retrospective model development and benchmarking on a public dataset,not stated (Digital Hand Atlas public dataset),public dataset,internal only,Improvement of more than 0.1 years in mean absolute error over corresponding spatial-domain approaches; outperforms several state-of-the-art bone-age methods,15,2.14,1.41,6.68,6.68,fwci,62.3,,icite,medium,,claude-code sonnet (worklist),1,2026-09-10,,,
