record_id,year,title,clinical_problem,topics,dataset_mentions
37608939,2023,An automated pipeline for quantitative T2* fetal body MRI and segmentation at low field.,Automatically segmenting fetal body organs and quantifying T2* relaxometry from low-field fetal MRI to support perinatal assessment of organ maturation,Fetal assessment / prenatal,
37609311,2023,Noninvasive molecular subtyping of pediatric low-grade glioma with self-supervised transfer learning.,"noninvasively predict BRAF mutational status (V600E vs fusion vs wildtype) in pediatric low-grade glioma from MRI, to avoid biopsy",Brain / CNS tumors,CBTN
37610748,2023,Deep Learning Model to Classify and Monitor Idiopathic Scoliosis in Adolescents Using a Single Smartphone Photograph.,"classifying severity and curve type in adolescent idiopathic scoliosis and detecting progression, from a single photograph of the unclothed back instead of a radiograph",Scoliosis / spine deformity,
37615891,2023,A novel approach for screening standard anteroposterior pelvic radiographs in children.,Can an AI model automatically assess whether pediatric anteroposterior pelvic radiographs meet the standard positioning needed to accurately diagnose developmental dysplasia of the hip?,Hip dysplasia,
37619449,2023,An intelligent composite model incorporating global / regional X-rays and clinical parameters to predict progressive adolescent idiopathic scoliosis curvatures and facilitate population screening.,"Can a composite model combining clinical data, spine X-rays, and hand X-rays predict which adolescent idiopathic scoliosis curves will progress and need treatment, to improve school-aged screening?",Scoliosis / spine deformity,
37620769,2023,The differential value of radiomics based on traditional T1-weighted sequences in newborns with hyperbilirubinemia.,identify acute bilirubin encephalopathy and differentiate hyperbilirubinemia from normal controls using T1-weighted MRI radiomics in neonates,,
37627043,2023,Deciphering Machine Learning Decisions to Distinguish between Posterior Fossa Tumor Types Using MRI Features: What Do the Data Tell Us?,"Distinguish four pediatric posterior fossa tumor types (medulloblastoma, ependymoma, pilocytic astrocytoma, brainstem glioma) using MRI features",Brain / CNS tumors,
37629375,2023,A Clinical Approach to Semiautomated Three-Dimensional Fetal Brain Biometry-Comparing the Strengths and Weaknesses of Two Diagnostic Tools: 5DCNS+TM and SonoCNSTM.,"biometric assessment of the fetal central nervous system (head circumference, biparietal diameter, transcerebellar diameter, cisterna magna, ventricle diameter)",Fetal assessment / prenatal,
37642151,2023,"Developing an artificial intelligence diagnostic tool for paediatric distal radius fractures, a proof of concept study.",detection of distal radius fractures on pediatric wrist radiographs,Fracture / trauma / abuse,
37645839,2023,Replication and Refinement of Brain Age Model for adolescent development.,brain age prediction and its replication/refinement as a biomarker of adolescent neurodevelopment,Brain development / cognition,ABCD
37647890,2023,Subtype classification of attention deficit hyperactivity disorder with hierarchical binary hypothesis testing framework.,Classify ADHD subtypes in children using brain functional connectivity from resting-state fMRI,Brain development / cognition; Autism / ADHD / psychiatric,ADHD-200
37650978,2023,"Developing a new tool for scoliosis screening in a tertiary specialistic setting using artificial intelligence: a retrospective study on 10,813 patients: 2023 SOSORT award winner.",predicting Cobb angle severity category from noninvasive clinical/physical exam parameters to decide whether radiographic imaging is warranted for scoliosis screening,Scoliosis / spine deformity,
37652583,2023,Automatic Localization of the Pons and Vermis on Fetal Brain MR Imaging Using a U-Net Deep Learning Model.,automatically localizing anatomic landmarks on the pons and vermis in fetal brain MRI to assist measurement for detecting perinatal developmental disorders,Fetal assessment / prenatal,
37660582,2023,Two neurosubtypes of ADHD different from the clinical phenotypes.,identifying neurobiological subtypes of ADHD that differ from clinical phenotype classification,Autism / ADHD / psychiatric,
37665699,2023,COMFormer: Classification of Maternal-Fetal and Brain Anatomy Using a Residual Cross-Covariance Attention Guided Transformer in Ultrasound.,Classifying maternal-fetal anatomical structures and fetal brain planes on 2D ultrasound to support monitoring of fetal development,Fetal assessment / prenatal,
37666116,2023,Multi-level and joint attention networks on brain functional connectivity for cross-cognitive prediction.,prediction of cognitive flexibility and inhibition from brain functional connectivity,Brain development / cognition,ABCD
37666945,2023,2D/3D ultrasound diagnosis of pediatric distal radius fractures by human readers vs artificial intelligence.,detecting distal radius fractures in children using ultrasound instead of radiography,Fracture / trauma / abuse,
37666981,2023,Automatic measurement of the Cobb angle for adolescent idiopathic scoliosis using convolutional neural network.,automatic measurement of the Cobb angle for adolescent idiopathic scoliosis,Scoliosis / spine deformity,
37683530,2023,Deep endpoints focusing network under geometric constraints for end-to-end biometric measurement in fetal ultrasound images.,Directly measure fetal biometric parameters from ultrasound images to aid diagnosis of fetal diseases,Fetal assessment / prenatal,
37697238,2023,Radiomic features from multiparametric magnetic resonance imaging predict molecular subgroups of pediatric low-grade gliomas.,Predicting molecular risk subgroup and BRAF fusion status of pediatric low-grade gliomas noninvasively from MRI radiomic features,Brain / CNS tumors,
37698612,2023,Diagnostic performance of artificial intelligence for pediatric pulmonary nodule detection on chest computed tomography: comparison of simulated lower radiation doses.,detecting pulmonary nodules on chest CT in pediatric patients at reduced radiation dose,,
37704545,2023,"Testing the performance, adequacy, and applicability of an artificial intelligence model for pediatric pneumonia diagnosis.",Identify consolidation (community-acquired pneumonia) in pediatric chest X-rays,Pulmonary infection,
37707410,2023,Prediction of MYCN Gene Amplification in Pediatric Neuroblastomas: Development of a Deep Learning-Based Tool for Automatic Tumor Segmentation and Comparative Analysis of Computed Tomography-Based Radiomics Features Harmonization.,"predicting MYCN gene amplification status (a key prognostic marker) in pediatric neuroblastoma from CT imaging, to guide risk stratification without additional biopsy",,
37711808,2023,A method framework of automatic localization and quantitative segmentation for the cavum septum pellucidum complex and the cerebellar vermis in fetal brain ultrasound images.,automated detection of CNS anomalies via localization and segmentation of the corpus callosum-cavum septum pellucidum complex and cerebellar vermis on fetal ultrasound,Fetal assessment / prenatal,
37720352,2023,Deep learning based clinico-radiological model for paediatric brain tumor detection and subtype prediction.,"detecting and segmenting pediatric brain tumors on MRI and predicting tumor subtype from imaging features, to aid radiologists not trained in neuroradiology",Brain / CNS tumors,
37730747,2023,"Predicting 'Brainage' in late childhood to adolescence (6-17yrs) using structural MRI, morphometric similarity, and machine learning.","predicting brain age from structural MRI in healthy children and adolescents (6-17 years) using morphometric similarity network approaches, benchmarked against simpler single-feature models",Brain development / cognition,
37734140,2023,A clinically applicable AI system for diagnosis of congenital heart diseases based on computed tomography images.,classifying 17 categories of congenital heart disease from CT images to support early diagnosis,Cardiac / congenital heart,
37738202,2023,UPL-SFDA: Uncertainty-Aware Pseudo Label Guided Source-Free Domain Adaptation for Medical Image Segmentation.,adapting a segmentation model to a new hospital when the original training data cannot leave the site that produced it - the usual situation when a model is deployed elsewhere,,
37738840,2023,A deep sift convolutional neural networks for total brain volume estimation from 3D ultrasound images.,automatically estimating total brain volume from 3D cranial ultrasound in preterm infants to enable longitudinal monitoring of brain growth during NICU admission without manual segmentation,,
37740031,2023,Artificial intelligence to identify fractures on pediatric and young adult upper extremity radiographs.,"pediatric upper extremity fractures, which respond to injury differently from adult bone and which most fracture AI has ignored",Fracture / trauma / abuse,
37746786,2023,Validation of an artificial intelligence-based method to automate Cobb angle measurement on spinal radiographs of children with adolescent idiopathic scoliosis.,Automatically measuring the Cobb angle on spinal radiographs in children with adolescent idiopathic scoliosis to speed and standardize measurement,Scoliosis / spine deformity,
37747864,2023,MFD-Net: Modality Fusion Diffractive Network for Segmentation of Multimodal Brain Tumor Image.,segmentation of brain tumors on multiparametric MRI,Brain / CNS tumors,BraTS-PEDs
37750263,2023,Segmentation of measurable images from standard plane of Graf hip ultrasonograms based on Mask Region-Based Convolutional Neural Network.,Can automated segmentation of the standard Graf plane on infant hip ultrasound accurately delineate the anatomic landmarks used to classify hip dysplasia?,Hip dysplasia,
37753018,2023,Convolutional Neural Networks (CNNs) for Pneumonia Classification on Pediatric Chest Radiographs.,pneumonia diagnosis on pediatric chest radiographs,Pulmonary infection,
37753193,2023,The development and validation of an artificial intelligence-based screening method for atrial septal defect in children's chest x-rays.,Screening children's chest x-rays for atrial septal defect to prompt further cardiac workup,Cardiac / congenital heart,
37759158,2023,Automatic echocardiographic anomalies interpretation using a stacked residual-dense network model.,automatically segmenting cardiac structures and classifying septal defect position on prenatal and postnatal echocardiography,Fetal assessment / prenatal; Cardiac / congenital heart,
37762901,2023,Deep Learning-Based Detection of Bone Tumors around the Knee in X-rays of Children.,early detection of pediatric bone tumors around the knee on radiographs,,
37766055,2023,Deep-Learning-Aided Evaluation of Spondylolysis Imaged with Ultrashort Echo Time Magnetic Resonance Imaging.,"detecting isthmic spondylolysis (a pars fracture common in adolescent athletes) using deep-learning-aided ultrashort echo time MRI, to reduce reliance on CT radiation in young subjects",Fracture / trauma / abuse,
37774643,2023,Deep Learning to Optimize Magnetic Resonance Imaging Prediction of Motor Outcomes After Hypoxic-Ischemic Encephalopathy.,Can deep learning using brain MRI and clinical features predict adverse motor outcomes in infants after hypoxic-ischemic encephalopathy more accurately than existing scoring systems?,Neonatal brain injury,
37775624,2023,A deep-learning pipeline to diagnose pediatric intussusception and assess severity during ultrasound scanning: a multicenter retrospective-prospective study.,diagnosis and severity assessment of ileocolic intussusception in children on ultrasound,Acute abdomen,
37790426,2023,Functional Imaging Derived ADHD Biotypes Based on Deep Clustering May Guide Personalized Medication Therapy.,identifying neuroimaging-based ADHD biotypes to guide personalized medication choice in children/adolescents,Autism / ADHD / psychiatric,ABCD
37795138,2023,Development and Evaluation of Deep Learning Models for Automated Estimation of Myelin Maturation Using Pediatric Brain MRI Scans.,Automatically estimating myelin maturation age from brain MRI in infants and young children to reduce radiologist interpretation time and variability,,
37806973,2023,Observer- and radiomics model-based computed tomography classification of suppurative versus tuberculous lymphadenitis complicated with nodal necrosis of the neck in children.,differentiating suppurative from tuberculous cervical lymphadenitis with nodal necrosis,,
37817098,2023,A novel artificial intelligence model for fetal facial profile marker measurement during the first trimester.,"Can an AI model automatically measure fetal facial profile markers on first-trimester ultrasound to screen for trisomy 21, trisomy 18, and cleft lip/palate?",Fetal assessment / prenatal,
37821009,2023,Deep learning for estimation of fetal weight throughout the pregnancy from fetal abdominal ultrasound.,estimating fetal weight directly from ultrasound without performing full standard biometry measurements,Fetal assessment / prenatal,
37833395,2023,Deep learning system improved detection efficacy of fetal intracranial malformations in a randomized controlled trial.,detecting fetal intracranial malformations on prenatal neurosonography,Fetal assessment / prenatal,
37837892,2023,Uncontrolled eating and sensation-seeking partially explain the prediction of future binge drinking from adolescent brain structure.,predicting future binge-drinking risk from adolescent brain structure,,
37845455,2023,Image Reconstruction Using Deep Learning for Near-Infrared Optical Tomography: Generalization Assessment.,image reconstruction for near-infrared optical tomography to detect low brain oxygenation in preterm infants,,
37857681,2023,Automatic biometry of fetal brain MRIs using deep and machine learning techniques.,automating linear biometric measurements of the fetal brain on MRI,Fetal assessment / prenatal,
37861863,2023,Machine learning based identification of structural brain alterations underlying suicide risk in adolescents.,identifying structural brain differences that distinguish adolescents at suicide risk from typically developing adolescents,,
37863944,2023,Transfer learning for accurate fetal organ classification from ultrasound images: a potential tool for maternal healthcare providers.,"identifying which fetal organ an ultrasound image shows - brain, abdomen, femur, thorax, or the maternal cervix - which depends on fetal position, maternal habitus and technique and needs a trained interpreter",Fetal assessment / prenatal,
37880849,2023,Bone Age Estimation and Prediction of Final Adult Height Using Deep Learning.,automatically estimating bone age and predicting final adult height in children using hand radiographs,Bone age / skeletal maturation,
37892275,2023,Enhancing Pediatric Adnexal Torsion Diagnosis: Prediction Method Utilizing Machine Learning Techniques.,distinguishing pediatric adnexal torsion from acute appendicitis using clinical presentation and ultrasound findings,Acute abdomen,
37892317,2023,Detection of ASD Children through Deep-Learning Application of fMRI.,"early detection of autism spectrum disorder in children, where prompt diagnosis enables targeted intervention",Autism / ADHD / psychiatric,ABIDE
37892622,2023,AI-Enhanced Analysis Reveals Impact of Maternal Diabetes on Subcutaneous Fat Mass in Fetuses without Growth Alterations.,"assess impact of maternal diabetes on fetal subcutaneous fat mass, independent of growth, using 3D ultrasound and AI classification",Fetal assessment / prenatal,
37898019,2023,Structural and functional connectome relationships in early childhood.,predicting functional brain connectivity from structural connectivity in early childhood,Brain development / cognition,
37899524,2023,Bone Age Assessment Using Artificial Intelligence in Korean Pediatric Population: A Comparison of Deep-Learning Models Trained With Healthy Chronological and Greulich-Pyle Ages as Labels.,whether bone age in a given population should be predicted against the Greulich-Pyle atlas or learned directly from the chronological ages of healthy children in that population,Bone age / skeletal maturation,
37904806,2023,Automated segmentation of 3D cine cardiovascular magnetic resonance imaging.,Can automated deep learning segmentation of 3D cine cardiac MRI accurately delineate heart chambers and great vessels in patients with congenital heart disease to streamline volumetric analysis?,Cardiac / congenital heart,
37905005,2023,Cerebral Spinal Fluid Volumetrics and Paralimbic Predictors of Executive Dysfunction in Congenital Heart Disease: A Machine Learning Approach Informing Mechanistic Insights.,"Predicting executive-function outcomes (cognitive flexibility, working memory, inhibition) in adolescents with congenital heart disease from brain MRI/DTI and clinical variables",Brain development / cognition; Cardiac / congenital heart,
37923713,2023,Fetal biometry and amniotic fluid volume assessment end-to-end automation using Deep Learning.,automating fetal biometry and amniotic fluid volume measurement during prenatal ultrasound screening,Fetal assessment / prenatal,
37923758,2023,Determining body height and weight from thoracic and abdominal CT localizers in pediatric and young adult patients using deep learning.,estimating patient body height and weight from CT localizer (scout) images in pediatric patients,,
37925906,2023,BabyNet＋＋: Fetal birth weight prediction using biometry multimodal data acquired less than 24 hours before delivery.,Can automated analysis of fetal ultrasound video combined with clinical data accurately predict birth weight shortly before delivery to guide delivery timing and mode?,Fetal assessment / prenatal; Liver / biliary,
37932570,2023,Pilot study of machine learning in the task of distinguishing high and low-grade pediatric hydronephrosis on ultrasound.,Distinguishing high-grade from low-grade hydronephrosis in children using ultrasound,Renal / urinary,
37939442,2023,Predicting treatment response in adolescents and young adults with major depressive episodes from fMRI using graph isomorphism network.,predicting treatment response in major depressive episode,Autism / ADHD / psychiatric,
37945573,2023,Automated temporalis muscle quantification and growth charts for children through adulthood.,Automated measurement of temporalis muscle thickness (a marker of lean muscle mass) on brain MRI to generate normal growth charts from childhood through adulthood.,,
37952367,2023,Non-invasive mapping of human placenta microenvironments throughout pregnancy with diffusion-relaxation MRI.,"Can a combined diffusion-relaxation MRI and unsupervised machine learning pipeline non-invasively characterize distinct placental microenvironments across pregnancy, to develop imaging biomarkers for pregnancy complications?",Fetal assessment / prenatal,
37958265,2023,Validation of Machine Learning Models for Craniofacial Growth Prediction.,"predicting longitudinal craniofacial growth from earlier cephalometric radiographs in children, for orthodontic treatment planning",,
37973182,2023,Diagnostic Value of Multiparameter MRI-Based Radiomics in Pediatric Myelin Oligodendrocyte Glycoprotein Antibody-Associated Disorders.,Distinguishing MOGAD from other idiopathic inflammatory demyelinating disease in children using multiparameter MRI radiomics,,
37973984,2023,Fracture detection in pediatric wrist trauma X-ray images using YOLOv8 algorithm.,detecting wrist fractures on trauma radiographs,Fracture / trauma / abuse,GRAZPEDWRI-DX
37998088,2023,Assessing Acetabular Index Angle in Infants: A Deep Learning-Based Novel Approach.,assessment of acetabular index angle for developmental dysplasia of the hip diagnosis in infants,Hip dysplasia,
38001240,2023,Predicting MYCN amplification in paediatric neuroblastoma: development and validation of a 18F-FDG PET/CT-based radiomics signature.,predicting MYCN amplification status in pediatric neuroblastoma noninvasively using 18F-FDG PET/CT,,
38013242,2023,Computed Tomography-Based Radiomics Signature for Predicting Segmental Chromosomal Aberrations at 1p36 and 11q23 in Pediatric Neuroblastoma.,"noninvasively predict segmental chromosomal aberrations (1p36, 11q23) in pediatric neuroblastoma using CT radiomics",,
38013377,2023,Computed tomography-based radiomics to assess risk stratification in pediatric malignant peripheral neuroblastic tumors.,Preoperatively stratifying risk (low/intermediate/high) in pediatric malignant peripheral neuroblastic tumors from CT,,
38019888,2023,Paediatric orthopaedic expert system.,prediction of pediatric limb fracture healing time,Fracture / trauma / abuse,
38020431,2023,Large-scale annotation dataset for fetal head biometry in ultrasound images.,"Provides annotated fetal head ultrasound images (brain, cavum septum pellucidum, lateral ventricles) as training/validation data to support development of AI algorithms for prenatal biometry",Fetal assessment / prenatal,
38020497,2023,An improvement of the CNN-XGboost model for pneumonia disease classification.,Can a CNN-XGBoost model accurately classify chest X-rays as viral or bacterial pneumonia to assist interpretation regardless of radiologist experience?,Pulmonary infection,Guangzhou / Kermany
38033536,2023,Enhanced focal cortical dysplasia detection in pediatric frontal lobe epilepsy with asymmetric radiomic and morphological features.,Detect and localize focal cortical dysplasia in children with frontal lobe epilepsy using MRI and PET,Epilepsy,
38046675,2023,"A deep learning model adjusting for infant gender, age, height, and weight to determine whether the individual infant suit ultrasound examination of developmental dysplasia of the hip (DDH).","determine ultrasound image quality and suitability for developmental dysplasia of the hip (DDH) screening in infants, adjusting for infant characteristics, and automate alpha/beta angle measurement",Hip dysplasia,
38050002,2023,Automatic Quantification of Normal Brain Gyrification Patterns and Changes in Fetuses with Polymicrogyria and Lissencephaly Based on MRI.,"automatically quantifying fetal brain gyrification from routinely acquired 2D MRI to detect gyrification abnormalities (lissencephaly, polymicrogyria)",Fetal assessment / prenatal,
38054056,2023,Can we diagnose mental disorders in children? A large-scale assessment of machine learning on structural neuroimaging of 6916 children in the adolescent brain cognitive development study.,"predicting 10 psychiatric disorders (e.g., depression, bipolar disorder, ADHD) in children from structural brain MRI",Brain development / cognition; Autism / ADHD / psychiatric,ABCD
38074782,2023,Automated MRI Lung Segmentation and 3D Morphologic Features for Quantification of Neonatal Lung Disease.,automatically segmenting the neonatal lung on MRI and deriving 3D morphologic features to assess chronic lung disease (bronchopulmonary dysplasia) severity without radiation exposure,Chronic lung / airway,
38077545,2023,Skeletal age evaluation using hand X-rays to determine growth problems.,estimating bone age from hand radiographs to detect growth abnormalities,Bone age / skeletal maturation,RSNA bone age
38077559,2023,Ultrasound image segmentation based on Transformer and U-Net with joint loss.,"improving automated ultrasound image segmentation accuracy, evaluated on fetal head and brachial plexus datasets",Fetal assessment / prenatal,
38081677,2023,Predicting Antiseizure Medication Treatment in Children with Rare Tuberous Sclerosis Complex-Related Epilepsy Using Deep Learning.,predicting effectiveness of antiseizure medication treatment in children with tuberous sclerosis complex-related epilepsy using MRI and clinical data,Epilepsy,
38087255,2023,Diagnosis and detection of pneumonia using weak-label based on X-ray images: a multi-center study.,"Classify and localize pneumonia, including pediatric pneumonia, on chest X-rays using weakly supervised deep learning",Pulmonary infection,Guangzhou / Kermany
38090385,2023,Machine-learning radiomics to predict bone marrow metastasis of neuroblastoma using magnetic resonance imaging.,predicting bone marrow metastasis in neuroblastoma noninvasively using MRI radiomics,,
38106459,2023,A multi-institutional pediatric dataset of clinical radiology MRIs by the Children's Brain Tumor Network.,enabling AI-based clinical decision support in pediatric neuro-oncology via large-scale imaging data,Brain / CNS tumors,CBTN
38129436,2023,Early diagnosis and meta-agnostic model visualization of tuberculosis based on radiography images.,early diagnosis of tuberculosis from chest radiographs,Pulmonary infection,
38139493,2023,Diagnosis of Autism Spectrum Disorder (ASD) Using Recursive Feature Elimination-Graph Neural Network (RFE-GNN) and Phenotypic Feature Extractor (PFE).,Can a graph neural network using resting-state fMRI connectivity and phenotypic data accurately diagnose autism spectrum disorder in children?,Autism / ADHD / psychiatric,ABIDE
38144472,2023,"Selectively predicting the onset of ADHD, oppositional defiant disorder, and conduct disorder in early adolescence with high accuracy.","predicting onset of ADHD, oppositional defiant disorder, and conduct disorder in early adolescence using multimodal predictors including structural and functional MRI",Autism / ADHD / psychiatric,ABCD
38151565,2023,DraiNet: AI-driven decision support in pneumothorax and pleural effusion management.,detecting pneumothorax and pleural effusion on pediatric CT to help decide whether tube thoracostomy is needed,,
38188327,2023,Automated deep bottleneck residual 82-layered architecture with Bayesian optimization for the classification of brain and common maternal fetal ultrasound planes.,"Automatically classifying standard maternal-fetal and fetal brain ultrasound planes to assist prenatal screening, particularly in resource-limited settings",Fetal assessment / prenatal,
38188914,2023,Development and optimization of AI algorithms for wrist fracture detection in children using a freely available dataset.,Detecting wrist fractures in children on radiographs using an optimized object detection algorithm.,Fracture / trauma / abuse,GRAZPEDWRI-DX
38197102,2023,Identifying immunodeficiency status in children with pulmonary tuberculosis: using radiomics approach based on un-enhanced chest computed tomography.,identifying primary immunodeficiency status in children with pulmonary tuberculosis using CT,Pulmonary infection,
38201370,2023,Machine Learning Algorithm: Texture Analysis in CNO and Application in Distinguishing CNO and Bone Marrow Growth-Related Changes on Whole-Body MRI.,distinguishing chronic non-bacterial osteomyelitis lesions from normal bone marrow growth changes on whole-body MRI,,
38223530,2023,Neuroquantification enhances the radiological evaluation of term neonatal hypoxic-ischaemic cerebral injuries.,quantifying regional brain volume loss in term neonatal hypoxic-ischaemic brain injury (HIBI) and cerebral palsy,Neonatal brain injury,
38234758,2023,Deep Learning for Automated Measurement of Total Cardiac Volume for Heart Transplantation Size Matching.,Automatically measuring total cardiac volume from CT to match donor and recipient heart size for pediatric heart transplantation,Cardiac / congenital heart,
38259860,2023,Is the diagnostic model based on convolutional neural network superior to pediatric radiologists in the ultrasonic diagnosis of biliary atresia?,"diagnosing biliary atresia from gallbladder ultrasound images in infants, compared to pediatric radiologists",Renal / urinary; Liver / biliary,
38260714,2023,Neuro-environmental interactions: a time sensitive matter.,Determining whether recent environmental metal exposure affects resting-state brain functional connectivity in typically developing adolescents,Brain development / cognition,
38274868,2023,The expert's knowledge combined with AI outperforms AI alone in seizure onset zone localization using resting state fMRI.,Localizing the seizure onset zone from resting-state fMRI connectomics in children with refractory epilepsy to guide surgical planning,Brain development / cognition; Epilepsy,
38344118,2023,Automated motion artifact detection in early pediatric diffusion MRI using a convolutional neural network.,Automate detection of motion artifacts in diffusion MRI data from infants and young children for quality control,,
38666133,2023,"Aberrant single-subject morphological brain networks in first-episode, treatment-naive adolescents with major depressive disorder.",distinguishing adolescents with major depressive disorder from healthy controls using structural brain network topology,Autism / ADHD / psychiatric,
38903074,2023,Deep learning model for prenatal congenital heart disease (CHD) screening generalizes to the community setting and outperforms clinical detection.,Detecting congenital heart disease on second-trimester fetal anomaly-scan ultrasound images in a community (low-risk population) setting,Fetal assessment / prenatal; Cardiac / congenital heart,
39077546,2023,Elbow trauma in children: development and evaluation of radiological artificial intelligence models.,detect post-traumatic injuries on pediatric elbow radiographs and assess impact of AI assistance on radiologist interpretation,Fracture / trauma / abuse,
39130111,2023,Development and Validation of a Machine Learning-Based Prediction Model for Detection of Biliary Atresia.,detecting biliary atresia in neonates with cholestasis,Liver / biliary,
39469044,2023,Shape-aware Segmentation of the Placenta in BOLD Fetal MRI Time Series.,"segmenting the placenta across BOLD MRI time series to measure placental oxygenation and function, including in fetal growth restriction",Fetal assessment / prenatal,
39491304,2023,FetusMapV2: Enhanced fetal pose estimation in 3D ultrasound.,"estimating 3D fetal pose (anatomical landmarks) from 3D ultrasound to support biometric measurement, plane localization and fetal movement monitoring",Fetal assessment / prenatal,
40224616,2023,Characterizing White Matter Changes along Fibers in Treatment-Naive Pediatric Posttraumatic Stress Disorder.,distinguishing pediatric PTSD from trauma-exposed non-PTSD controls using diffusion tensor imaging white matter microstructure,Fracture / trauma / abuse,
40568454,2023,Predicting neurodevelopmental outcomes from neonatal cortical microstructure: A conceptual replication study.,Predict neurodevelopmental (language and cognitive) outcomes at 18-24 months from neonatal diffusion MRI cortical microstructure,Brain development / cognition,dHCP
emb:L2019064810,2023,Accelerated two-dimensional phase-contrast for cardiovascular MRI using deep learning-based reconstruction with complex difference estimation,"accelerating cardiac MRI flow quantification (peak velocity, total flow) to reduce scan time in children",Cardiac / congenital heart,
emb:L2021801016,2023,Motion artifact correction in fetal MRI based on a Generative Adversarial network method,correcting motion artifacts in fetal MRI to avoid repeat scanning,Fetal assessment / prenatal,
emb:L2021967048,2023,Deep learning-based real time detection for cardiac objects with fetal ultrasound video,real-time detection of fetal cardiac substructures on ultrasound for prenatal cardiac assessment,Fetal assessment / prenatal; Cardiac / congenital heart,
emb:L2022786744,2023,Deep learning reconstruction for brain CT images in children,improving image quality / reducing radiation dose for pediatric brain CT,,
emb:L2023326618,2023,Data-driven characterization of Preterm Birth through intramodal Diffusion MRI,identifying white matter alterations associated with preterm birth,,
emb:L2023737241,2023,Deeplasia: prior-free deep learning for pediatric bone age assessment robust to skeletal dysplasias,"bone age assessment, including in patients with skeletal dysplasia",Bone age / skeletal maturation,RSNA bone age
emb:L2023971360,2023,Extracting low-dose (18)F-FDG PET/CT images with list mode based on deep learning reconstruction in children,reducing scan time/radiotracer dose for pediatric 18F-FDG PET/CT while preserving image quality,,
emb:L2024275090,2023,The future of neonatal lung ultrasound: Validation of an artificial intelligence model for interpreting lung scans. A multicentre prospective diagnostic study,assessment of neonatal respiratory status and need for respiratory support using lung ultrasound,,
emb:L2024392459,2023,Estimating cortical thickness trajectories in children across different scanners using transfer learning from normative models,"charting individual cortical thickness development, including detecting abnormal development in children born preterm, across scanners",,
emb:L2024392566,2023,Incremental improvements in tractometry-based brain-age modeling with deep learning,predicting brain maturation (brain age) from diffusion MRI white matter measurements in children and adolescents,Brain development / cognition,
emb:L2024870810,2023,A primary and secondary feature interactive learning network for bone age assessment,bone age assessment,Bone age / skeletal maturation,RSNA bone age
emb:L2024913686,2023,Improvement of Bone Age Assessment Using a Deep Learning Model in Young Children: Significance of Carpal Bone Analysis,bone age assessment in young children,Bone age / skeletal maturation,
emb:L2024974897,2023,Pediatric brain tumor classification using deep learning on MR-images from the children’s brain tumor network,classification of pediatric brain tumor type,Brain / CNS tumors,CBTN
emb:L2025488478,2023,Uncovering the effects of model initialization on deep model generalization: A study with adult and pediatric chest X-ray images,generalizability of chest X-ray classification models across adult and pediatric populations,,
emb:L2025579294,2023,Clinical application differences between TW3‑Carpal and TW3‑RUS based artificial intelligence‑assisted bone age assessment system: a real‑world pilot study,bone age assessment using TW3-Carpal vs TW3-RUS scoring criteria,Bone age / skeletal maturation,
emb:L2025579295,2023,Accuracy of bone age assessment system based on deep learning in children with abnormal growth and development,bone age assessment in children with abnormal growth and development,Bone age / skeletal maturation,
emb:L2025579305,2023,Application and development of artificial intelligence in bone age imaging assessment of children,bone age assessment using artificial intelligence,Bone age / skeletal maturation,
emb:L2025675651,2023,Distinct Neurodevelopmental Patterns and Intermediate Integration-Based Predictive Modeling in Autism Spectral Disorder,"ASD classification from cortical morphology (gray matter volume, cortical thickness, surface area) on structural MRI during early brain development",Brain development / cognition; Autism / ADHD / psychiatric,
emb:L2025894160,2023,An optimized modified faster region convolutional neural network for spina bifida identification from ultrasound images,prenatal detection of spina bifida,Fetal assessment / prenatal,
emb:L2026173967,2023,EDMAE: An efficient decoupled masked autoencoder for standard view identification in pediatric echocardiography,recognition of standard imaging views in pediatric echocardiography,Cardiac / congenital heart,
emb:L2026275343,2023,Automated classification of common maternal fetal ultrasound planes using multi-layer perceptron with deep feature integration,automated identification of standard fetal ultrasound planes during obstetric examination,Fetal assessment / prenatal,
emb:L2026946201,2023,"Identifying selective predictors of ADHD, Oppositional Defiant and Conduct Disorder onset in early adolescence with optimized deep learning","prediction of onset of ADHD, oppositional defiant disorder, and conduct disorder from multimodal predictors including structural and functional brain MRI",Autism / ADHD / psychiatric,ABCD
emb:L2026946495,2023,"Menarche, pubertal timing and the brain: female-specific patterns of brain maturation beyond age-related development",classification of pubertal (pre- vs post-menarche) status and brain age estimation from structural brain MRI,Brain development / cognition,ABCD
emb:L2026970737,2023,Deep Learning-Based Pediatric Bone Age Estimation Using Hand Radiography,bone age assessment from hand radiographs,Bone age / skeletal maturation,RSNA bone age
emb:L2026972422,2023,A novel deep learning-based approach for prediction of neonatal respiratory disorders from chest X-ray images,detection of respiratory disorders in neonates,,
emb:L2027015291,2023,Nomogram based on pituitary-related clinical and MRI radiomics features for differential diagnosis of idiopathic central precocious puberty and premature thelarche,differentiating idiopathic central precocious puberty from premature thelarche,,
emb:L2027015310,2023,Artificial intelligence technology in ultrasound screening of infant developmental dysplasia of the hip,"automated identification of the standard hip ultrasound plane and measurement of alpha angle, beta angle, and femoral head coverage for DDH screening",Hip dysplasia,
